RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
303,Kalif Raymond   DET,WR,14,3.6,3.3,1.4,9.3,0.0,0.0,4.7,BYE,0.0,9.9,0.0,5.7,—,—,3.0,16.2,1.5,4.2,58.6
304,Joshua Karty   ARI,K,8,2.0,9.0,17.0,10.0,6.0,5.0,5.0,BYE,4.0,—,—,—,—,—,—,—,—,7.3,58.0
305,Austin Hooper   NE,TE,15,2.0,6.8,4.8,3.4,0.0,1.5,9.1,5.8,3.0,0.0,—,6.9,0.0,BYE,0.0,5.4,9.1,3.9,57.8
306,Christian Kirk   HOU,WR,12,—,—,5.5,5.0,10.4,BYE,—,—,6.6,1.3,1.6,16.4,0.0,1.6,0.0,6.7,2.1,4.8,57.2
307,Malik Nabers   NYG,WR,4,12.1,37.7,3.3,4.0,—,—,—,—,—,—,—,—,—,BYE,—,—,—,14.3,57.1
308,Las Vegas Raiders   LV,DST,16,10.0,5.0,-1.0,3.0,-4.0,16.0,0.0,BYE,2.0,10.0,2.0,5.0,4.0,3.0,0.0,1.0,1.0,3.6,57.0
308,Spencer Shrader   IND,K,5,16.0,18.0,11.0,10.0,2.0,—,—,—,—,—,BYE,—,—,—,—,—,—,11.4,57.0
310,Jake Browning   CIN,QB,5,—,20.7,7.9,5.4,22.1,—,—,—,—,BYE,—,0.6,—,—,—,—,—,11.3,56.7
310,Greg Dulcich   MIA,TE,9,—,—,—,—,—,—,—,0.0,9.9,3.2,3.8,BYE,4.4,7.1,6.6,5.6,16.1,6.3,56.7
310,Cedric Tillman   CLE,WR,12,16.2,10.2,5.6,1.6,—,—,—,—,BYE,3.1,8.2,1.5,0.0,3.3,0.0,1.8,5.2,4.7,56.7
313,Isaiah Likely   BAL,TE,13,—,—,—,0.0,2.2,2.6,BYE,2.8,9.0,3.7,3.5,2.0,12.5,12.5,0.0,0.0,5.7,4.3,56.5
314,Brashard Smith   KC,RB,16,0.0,0.2,1.3,6.6,6.6,5.1,13.1,0.8,0.7,BYE,2.8,6.6,0.0,0.7,0.1,1.4,9.5,3.5,55.5
314,Kyle Juszczyk   SF,RB,16,5.2,1.5,7.1,6.2,5.0,1.9,1.8,1.4,2.2,2.8,4.6,0.0,4.7,BYE,1.7,0.0,9.4,3.5,55.5
316,Rashod Bateman   BAL,WR,13,3.0,3.5,17.3,3.4,0.0,1.8,BYE,7.1,9.3,4.0,—,—,0.0,4.3,—,0.0,1.7,4.3,55.4
317,Keaton Mitchell   BAL,RB,12,—,—,—,—,2.3,0.0,BYE,4.3,2.8,3.1,7.4,2.9,11.1,7.6,6.6,1.3,5.8,4.6,55.2
318,Charlie Smyth   NO,K,5,—,—,—,—,—,—,—,—,—,—,BYE,—,5.0,6.0,10.0,20.0,14.0,11.0,55.0
319,Dallas Cowboys   DAL,DST,16,1.0,1.0,-1.0,1.0,7.0,2.0,15.0,-2.0,13.0,BYE,9.0,5.0,2.0,-1.0,1.0,-1.0,2.0,3.4,54.0
319,Ja'Tavion Sanders   CAR,TE,13,4.7,12.4,3.1,—,—,—,0.0,4.9,1.5,8.2,6.2,1.6,0.0,BYE,2.5,8.9,0.0,4.2,54.0
321,Tyreek Hill   MIA,WR,4,8.0,16.9,15.9,12.7,—,—,—,—,—,—,—,BYE,—,—,—,—,—,13.4,53.5
322,Russell Wilson   NYG,QB,6,11.1,31.3,7.1,0.3,—,0.0,—,—,—,3.0,—,—,—,BYE,—,—,—,8.8,52.8
322,Demarcus Robinson   SF,WR,13,—,—,—,3.0,6.9,6.4,0.0,4.5,0.0,6.4,2.3,1.8,0.6,BYE,5.6,10.3,5.0,4.1,52.8
324,Elijah Higgins   ARI,TE,16,1.3,6.5,1.7,0.0,3.0,5.4,1.3,BYE,6.0,3.9,1.1,0.0,3.7,1.0,1.3,16.1,0.0,3.3,52.3
325,Terrance Ferguson   LAR,TE,13,—,0.0,—,—,3.1,0.0,10.1,BYE,7.4,4.2,0.0,0.0,0.0,0.0,1.6,12.3,13.4,4.0,52.1
326,Ollie Gordon II   MIA,RB,16,1.3,2.3,9.8,1.0,-0.2,1.2,2.3,13.6,1.9,-0.3,10.5,BYE,1.0,7.7,0.0,-0.1,0.0,3.3,52.0
326,Isaiah Bond   CLE,WR,15,1.5,2.5,3.6,8.8,4.9,2.9,0.0,0.0,BYE,—,0.8,7.8,3.7,0.0,10.9,2.0,2.6,3.5,52.0
328,Brandin Cooks   BUF,WR,15,5.6,4.6,5.4,5.2,1.5,3.1,1.3,5.2,3.6,0.0,—,—,2.3,0.0,0.0,0.0,14.1,3.5,51.9
329,Jackson Hawes   BUF,TE,16,3.9,1.5,7.5,2.5,0.0,0.0,BYE,3.5,2.8,9.6,0.0,4.6,2.0,7.3,1.9,4.6,0.0,3.2,51.7
330,Emari Demercado   ARI,RB,12,0.0,0.0,0.0,10.1,6.1,0.1,—,BYE,8.8,13.4,4.0,—,—,—,2.1,3.0,4.0,4.3,51.6
331,Luke McCaffrey   WAS,WR,9,0.0,4.9,14.6,10.1,6.0,10.3,0.0,5.4,0.0,—,—,BYE,—,—,—,—,—,5.7,51.3
331,Isaiah Williams   NYJ,WR,14,—,0.0,0.0,-2.0,—,0.0,0.0,8.6,BYE,7.4,1.6,0.0,0.0,10.4,11.3,6.5,7.5,3.7,51.3
333,Joshua Palmer   BUF,WR,11,11.1,6.7,1.5,4.5,5.6,8.0,BYE,—,—,—,3.7,4.1,—,—,2.6,1.2,2.2,4.7,51.2
333,Malik Willis   GB,QB,4,—,—,—,—,BYE,—,—,—,—,—,5.8,0.6,—,—,—,13.2,31.5,12.8,51.2
335,Tommy Tremble   CAR,TE,16,1.2,5.0,3.6,15.2,1.7,7.9,1.0,1.4,0.0,0.0,6.4,0.0,1.2,BYE,3.3,1.6,1.6,3.2,51.1
336,New York Jets   NYJ,DST,16,3.0,0.0,9.0,0.0,-3.0,9.0,6.0,-3.0,BYE,19.0,1.0,1.0,4.0,6.0,-2.0,4.0,-3.0,3.2,51.0
336,Tyler Higbee   LAR,TE,9,0.0,7.7,0.0,4.5,—,14.0,4.9,BYE,10.3,6.3,3.3,—,—,—,—,—,—,5.7,51.0
338,Tim Patrick   JAC,WR,15,0.0,0.0,2.6,0.9,0.0,9.6,3.2,BYE,—,0.0,11.0,0.0,2.1,18.8,0.0,2.1,0.0,3.4,50.3
339,Josh Oliver   MIN,TE,14,1.5,0.0,8.2,0.0,11.5,BYE,1.9,0.0,—,—,0.7,1.4,0.0,16.4,2.8,3.9,1.8,3.6,50.1
340,Jaylin Lane   WAS,WR,15,2.1,1.2,6.8,3.8,2.6,5.4,9.0,1.0,3.9,5.1,2.3,BYE,0.0,0.0,6.0,0.0,—,3.3,49.2
340,Luke Musgrave   GB,TE,16,1.4,5.2,0.0,1.6,BYE,1.7,0.0,1.5,6.4,5.3,0.9,1.7,3.3,4.2,9.2,6.8,0.0,3.1,49.2
342,Kyle Williams   NE,WR,16,2.2,0.0,1.8,-0.2,0.0,0.0,0.0,0.0,0.0,14.2,0.0,2.8,10.3,BYE,0.0,12.6,5.0,3.0,48.7
343,Jayden Reed   GB,WR,6,13.5,0.0,—,—,BYE,—,—,—,—,—,—,—,—,9.3,10.5,7.1,8.1,8.1,48.5
344,Parker Romo   ATL,K,7,—,18.0,0.0,10.0,BYE,6.0,4.0,5.0,5.0,—,—,—,—,—,—,—,—,6.9,48.0
345,Dyami Brown   JAC,WR,14,8.8,17.6,2.7,—,3.5,4.0,7.0,BYE,5.9,0.0,0.0,0.0,—,0.0,-1.6,0.0,0.0,3.4,47.9
346,Tanner Hudson   CIN,TE,12,—,—,—,0.0,0.0,11.0,—,1.9,6.2,BYE,5.2,1.9,8.4,2.1,4.6,1.4,5.1,4.0,47.8
346,Daniel Bellinger   NYG,TE,15,2.4,0.0,1.6,2.3,9.2,0.0,17.8,3.1,—,1.8,0.0,0.0,0.0,BYE,6.5,0.0,3.1,3.2,47.8
348,Calvin Ridley   TEN,WR,7,6.7,8.7,3.7,5.0,18.1,2.8,—,—,—,BYE,2.3,—,—,—,—,—,—,6.8,47.3
349,David Sills V   ATL,WR,16,0.0,0.0,1.9,0.0,BYE,0.0,0.0,3.4,0.0,0.0,2.1,9.6,9.5,0.0,13.8,0.0,6.7,2.9,47.0
350,Jeremy Ruckert   NYJ,TE,16,3.6,7.5,0.0,3.3,6.8,0.0,0.0,3.4,BYE,1.0,6.3,0.0,3.2,3.9,3.3,3.4,1.2,2.9,46.9
351,Xavier Smith   LAR,WR,15,4.6,0.0,0.0,0.0,0.0,0.0,3.5,BYE,3.2,2.4,1.8,—,11.2,1.6,0.0,7.7,10.7,3.1,46.7
351,Mitchell Evans   CAR,TE,16,0.0,1.9,1.9,11.3,7.4,3.1,4.4,0.0,0.0,0.0,4.8,0.0,5.0,BYE,0.0,5.3,1.6,2.9,46.7
353,Jalen Tolbert   DAL,WR,12,1.0,3.6,7.4,10.1,0.0,1.8,2.6,12.7,0.0,BYE,0.0,—,0.0,—,—,—,7.1,3.9,46.3
354,Tyrell Shavers   BUF,WR,16,0.0,0.0,4.4,0.0,0.0,5.7,BYE,0.0,1.7,3.4,19.0,0.0,0.0,2.6,0.0,3.1,5.6,2.8,45.5
354,Adam Trautman   DEN,TE,16,1.5,10.0,0.0,5.2,2.1,0.0,0.0,0.0,4.5,1.2,1.8,BYE,7.7,3.7,0.0,3.4,4.4,2.8,45.5
356,Jameis Winston   NYG,QB,3,—,—,—,—,—,—,—,—,—,—,12.0,33.2,—,BYE,0.0,—,—,15.1,45.3
357,Jaylen Wright   MIA,RB,10,—,—,—,—,—,—,0.0,3.8,0.0,1.7,0.4,BYE,1.6,16.7,2.1,12.3,5.6,4.4,44.2
358,Jerome Ford   CLE,RB,13,1.5,10.4,5.0,1.3,5.8,8.0,3.0,0.9,BYE,0.1,0.2,-0.3,4.7,3.0,—,—,—,3.4,43.6
359,Jahan Dotson   PHI,WR,16,8.9,1.4,1.7,0.0,3.4,2.7,0.0,11.0,BYE,0.0,6.3,0.0,2.2,1.3,0.0,4.3,0.0,2.7,43.2
360,Jack Bech   LV,WR,15,3.3,0.0,2.0,0.0,5.7,0.0,3.3,BYE,0.0,0.0,2.9,0.0,4.2,11.0,3.7,6.3,—,2.8,42.4
361,Malik Davis   DAL,RB,10,—,—,—,—,—,—,0.0,0.3,0.3,BYE,2.0,2.4,10.7,0.6,11.7,2.3,10.3,4.1,40.6
362,Tyler Huntley   BAL,QB,5,—,—,—,—,—,6.6,BYE,16.7,—,—,—,—,—,—,-0.3,2.8,14.3,8.0,40.1
363,Graham Gano   NYG,K,5,8.0,13.0,3.0,—,—,—,—,9.0,6.0,—,—,—,—,BYE,—,—,—,7.8,39.0
364,Ray Davis   BUF,RB,16,1.1,2.4,0.0,0.3,0.1,9.9,BYE,1.6,0.0,0.8,0.0,6.0,6.2,0.0,2.3,5.4,2.6,2.4,38.7
365,Roman Wilson   PIT,WR,14,0.0,1.7,0.0,0.0,BYE,2.2,3.7,17.4,-0.6,11.5,2.7,0.0,0.0,0.0,—,—,0.0,2.8,38.6
365,Chris Moore   WAS,WR,13,4.4,—,4.5,0.9,0.0,13.6,7.9,0.0,0.0,0.0,4.8,BYE,0.0,—,—,0.0,2.5,3.0,38.6
367,Tyler Johnson   NYJ,WR,12,5.1,0.0,5.2,—,0.0,0.0,9.0,15.4,BYE,0.0,0.0,—,0.0,—,—,1.7,1.3,3.1,37.7
368,Elijah Arroyo   SEA,TE,13,1.7,5.1,0.0,6.4,2.0,1.6,6.2,BYE,10.9,1.5,0.0,1.5,0.0,0.0,—,—,—,2.8,36.9
369,Brock Wright   DET,TE,11,0.0,11.8,0.0,0.0,8.9,0.0,5.3,BYE,2.1,0.0,2.8,5.9,—,—,—,—,—,3.3,36.8
370,Zavier Scott   MIN,RB,10,—,—,6.0,16.4,-0.2,BYE,1.6,4.4,0.0,—,—,—,3.1,3.0,—,2.2,0.0,3.7,36.5
371,Jordan Whittington   LAR,WR,16,0.5,6.2,3.4,1.7,5.3,5.3,2.9,BYE,0.0,0.0,1.9,4.7,0.0,1.5,0.0,2.9,0.0,2.3,36.3
372,Tank Bigsby   PHI,RB,15,1.2,—,0.0,0.0,0.0,0.0,2.0,10.4,BYE,0.7,3.4,0.8,0.0,0.4,5.7,9.7,1.9,2.4,36.2
372,Charlie Kolar   BAL,TE,16,0.0,0.0,4.2,0.0,2.0,0.0,BYE,8.0,10.3,3.3,0.0,0.0,2.7,2.9,0.0,2.8,0.0,2.3,36.2
374,Hunter Renfrow   CAR,WR,6,3.1,23.8,2.6,3.0,1.7,1.7,—,—,—,—,—,—,—,BYE,—,—,—,6.0,35.9
375,Taysom Hill   NO,TE,12,—,—,—,—,0.7,6.1,2.8,2.2,3.0,2.0,BYE,1.7,1.7,-0.1,0.2,15.3,0.0,3.0,35.6
376,Trey Benson   ARI,RB,5,8.5,8.4,8.1,10.4,—,—,—,BYE,—,—,0.0,—,—,—,—,—,—,7.1,35.4
377,Philip Rivers   IND,QB,3,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,7.8,18.1,8.8,11.6,34.7
378,Lil'Jordan Humphrey   DEN,WR,9,—,—,—,—,—,9.5,0.0,0.0,—,—,0.0,BYE,0.0,5.7,13.2,1.9,4.3,3.8,34.6
379,Hunter Luepke   DAL,RB,16,0.0,0.0,0.0,0.6,2.0,8.7,1.3,0.2,0.0,BYE,7.1,1.7,0.0,0.0,5.0,2.4,5.4,2.2,34.4
380,James Conner   ARI,RB,4,14.4,12.2,6.7,—,—,—,—,BYE,—,0.0,—,—,—,—,—,—,—,8.3,33.3
380,Kendre Miller   NO,RB,7,2.4,2.0,5.6,12.5,5.9,4.2,0.7,—,—,—,BYE,—,—,—,—,—,—,4.8,33.3
382,Younghoe Koo   NYG,K,6,9.0,—,—,—,—,—,—,—,—,8.0,2.0,10.0,1.0,BYE,3.0,—,—,5.5,33.0
383,Noah Gray   KC,TE,15,1.3,1.1,4.7,1.1,0.0,4.5,3.8,4.3,0.0,BYE,2.9,5.5,—,2.4,0.0,0.0,1.2,2.2,32.8
384,Hunter Long   JAC,TE,9,7.6,0.0,3.2,11.3,1.3,3.9,3.6,BYE,1.6,—,—,—,—,0.0,—,—,—,3.6,32.5
384,Audric Estime   NO,RB,6,—,—,—,—,—,—,—,—,—,0.0,BYE,—,0.0,1.1,8.0,6.6,16.8,5.4,32.5
386,Adam Thielen   PIT,WR,15,2.0,4.6,0.0,3.1,0.0,—,2.0,0.0,0.0,3.6,1.6,0.0,—,1.4,1.7,8.9,3.4,2.2,32.3
387,Mitch Tinsley   CIN,WR,12,0.0,8.3,0.0,1.9,—,—,—,—,3.7,BYE,0.0,10.9,4.2,0.0,2.6,0.0,0.0,2.6,31.6
388,Ameer Abdullah   IND,RB,12,—,—,—,—,6.6,2.6,3.7,1.8,1.5,1.8,BYE,0.0,0.0,2.9,9.7,-0.6,1.4,2.6,31.4
389,Tyler Badie   DEN,RB,15,3.6,4.2,0.0,2.1,2.6,—,3.9,0.6,2.6,0.0,1.0,BYE,4.8,3.1,1.1,1.2,0.0,2.1,30.8
390,Zay Jones   ARI,WR,8,1.4,0.0,4.5,—,2.8,12.9,8.7,BYE,0.0,0.0,—,—,—,—,—,—,—,3.8,30.3
391,Luke Farrell   SF,TE,16,1.4,9.5,0.0,2.0,1.8,0.0,2.1,0.0,1.9,9.5,0.0,1.3,0.0,BYE,0.0,0.0,0.0,1.8,29.5
392,Jawhar Jordan   HOU,RB,3,—,—,—,—,—,BYE,—,—,—,—,—,—,—,—,13.8,12.0,3.6,9.8,29.4
392,Raheem Mostert   LV,RB,12,—,—,—,8.3,2.2,-0.4,1.2,BYE,2.4,2.5,3.3,5.0,0.6,1.2,1.2,1.9,—,2.4,29.4
394,Julian Hill   MIA,TE,13,2.0,0.0,1.4,2.9,6.2,6.1,1.1,—,—,—,2.4,BYE,0.0,0.0,4.5,0.0,2.6,2.2,29.2
395,Elijah Moore   DEN,WR,9,2.1,10.7,6.1,0.0,—,0.0,—,2.4,3.8,2.8,—,0.7,—,—,—,—,—,3.2,28.6
396,Tutu Atwell   LAR,WR,9,1.4,0.0,0.0,15.8,9.2,—,0.0,BYE,—,—,—,—,—,—,1.9,0.0,0.0,3.1,28.3
397,Jalen McMillan   TB,WR,3,—,—,—,—,—,—,—,—,BYE,—,—,—,—,—,5.8,3.6,18.4,9.3,27.8
398,Isaiah Hodgins   NYG,WR,6,—,—,—,—,—,—,—,—,—,—,10.7,12.2,1.4,BYE,1.4,0.0,1.8,4.6,27.5
399,Drew Sample   CIN,TE,16,0.0,1.7,10.0,0.0,0.9,0.8,0.0,0.0,0.0,BYE,0.0,1.0,2.7,0.0,3.2,5.1,1.8,1.7,27.2
400,Quinn Ewers   MIA,QB,3,—,—,—,—,—,—,2.1,—,—,—,—,BYE,—,—,—,8.9,15.8,8.9,26.8
401,Miles Sanders   DAL,RB,4,4.0,9.9,8.3,4.5,—,—,—,—,—,BYE,—,—,—,—,—,—,—,6.7,26.7
402,Chris Brooks   GB,RB,16,1.3,5.7,0.0,1.1,BYE,0.1,0.0,0.0,4.4,0.0,0.8,3.6,2.9,1.6,2.6,0.4,2.1,1.7,26.6
403,Brady Cook   NYJ,QB,4,—,—,—,—,—,—,—,—,BYE,—,—,—,—,4.5,11.9,4.7,5.2,6.6,26.4
404,Jimmy Horn Jr.   CAR,WR,12,—,—,—,—,5.1,6.7,2.5,0.9,1.8,0.0,0.0,2.1,0.0,BYE,1.7,2.5,2.9,2.2,26.2
405,Ben Sinnott   WAS,TE,15,0.0,1.7,0.0,0.0,0.0,0.0,0.0,3.2,0.0,7.4,—,BYE,0.0,1.8,4.6,1.5,5.9,1.7,26.1
406,Treylon Burks   WAS,WR,7,—,—,—,—,—,—,—,—,2.4,8.8,—,BYE,7.5,0.0,0.0,5.0,2.1,3.7,25.8
406,Malachi Corley   CLE,WR,12,—,—,—,—,1.1,0.0,3.7,3.1,BYE,3.2,2.9,1.2,0.9,0.2,2.0,6.1,1.4,2.2,25.8
408,Mo Alie-Cox   IND,TE,16,3.0,1.8,0.0,0.0,0.0,2.6,1.6,0.0,0.0,0.0,BYE,1.9,0.0,0.0,0.0,3.6,11.0,1.6,25.5
408,Savion Williams   GB,WR,12,1.1,2.4,-0.1,5.3,BYE,0.3,0.0,7.9,1.2,2.2,4.3,0.0,—,—,—,0.9,—,2.1,25.5
410,Brycen Tremayne   CAR,WR,15,0.0,7.8,3.5,6.6,1.9,0.0,0.0,0.0,1.8,—,3.7,0.0,0.0,BYE,0.0,0.0,0.0,1.7,25.3
410,Kevin Austin Jr.   NO,WR,7,—,—,0.0,—,—,—,—,—,—,—,BYE,0.0,0.0,0.0,6.3,3.8,15.2,3.6,25.3
412,John FitzPatrick   GB,TE,15,1.2,0.0,9.2,0.0,BYE,0.0,1.6,1.4,0.0,0.0,1.5,2.1,0.0,3.4,4.8,0.0,—,1.7,25.2
412,Konata Mumpfield   LAR,WR,16,0.0,0.0,0.0,0.0,0.0,1.7,7.5,BYE,0.0,0.0,0.0,4.5,0.0,1.5,0.0,7.0,3.0,1.6,25.2
414,Devontez Walker   BAL,WR,10,—,16.6,4.4,0.0,0.0,—,BYE,—,—,—,0.0,4.0,0.0,—,0.0,0.0,0.0,2.5,25.0
414,Luke Schoonmaker   DAL,TE,16,0.0,0.0,1.5,2.8,1.3,1.8,0.0,4.5,2.4,BYE,0.0,0.0,1.1,2.2,3.9,0.0,3.5,1.6,25.0
416,LeQuint Allen Jr.   JAC,RB,16,2.1,1.3,1.9,1.7,0.0,2.2,1.4,BYE,2.1,1.6,3.6,0.2,0.0,2.8,2.6,1.0,0.3,1.6,24.8
417,Jaleel McLaughlin   DEN,RB,7,—,—,—,—,—,0.0,—,—,—,—,8.4,BYE,4.0,4.1,0.4,3.7,4.0,3.5,24.6
418,Ian Thomas   LV,TE,14,0.0,0.0,0.0,0.0,5.0,1.4,0.0,BYE,1.9,0.0,3.0,7.6,1.8,3.7,—,—,0.0,1.7,24.4
419,Bo Melton   GB,WR,15,0.0,—,0.0,0.0,BYE,0.3,0.0,0.0,0.0,4.8,1.7,0.0,1.5,11.5,0.0,0.0,4.4,1.6,24.2
419,Rasheen Ali   BAL,RB,14,0.5,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,—,2.5,—,1.7,3.3,11.2,2.2,2.8,1.7,24.2
421,Marquez Valdes-Scantling   PIT,WR,9,0.0,0.0,1.9,—,1.9,4.2,—,—,—,—,—,—,—,0.0,8.9,1.6,5.1,2.6,23.6
422,Dont'e Thornton Jr.   LV,WR,14,6.5,3.0,4.9,0.0,0.0,0.0,0.0,BYE,—,1.4,0.0,2.4,2.1,—,0.0,0.0,3.2,1.7,23.5
423,Antonio Gibson   NE,RB,5,0.3,9.8,0.8,8.7,3.6,—,—,—,—,—,—,—,—,BYE,—,—,—,4.6,23.2
424,Josh Reynolds   NYJ,WR,5,3.8,—,—,0.0,7.9,5.5,5.9,—,BYE,—,—,—,—,—,—,—,—,4.6,23.1
425,Allen Lazard   NYJ,WR,10,—,0.0,9.3,1.8,1.3,—,3.6,1.5,BYE,—,—,1.9,2.0,0.0,1.6,—,—,2.3,23.0
426,Dare Ogunbowale   HOU,RB,16,2.6,0.0,0.0,0.0,0.0,BYE,0.0,2.7,1.2,0.0,1.9,0.0,0.0,6.5,6.4,0.9,0.0,1.4,22.2
427,Lucas Havrisik   GB,K,3,—,—,—,—,BYE,10.0,11.0,—,—,—,1.0,—,—,—,—,—,—,7.3,22.0
427,Matthew Wright   HOU,K,4,—,—,—,—,—,5.0,—,1.0,—,4.0,12.0,—,—,—,—,—,—,5.5,22.0
429,Curtis Samuel   BUF,WR,6,—,—,—,1.9,10.6,—,BYE,0.0,1.6,3.1,3.9,—,—,—,—,—,—,3.5,21.1
430,George Holani   SEA,RB,10,0.0,6.0,4.2,0.0,0.0,0.0,0.0,BYE,0.9,9.1,0.6,—,—,—,—,—,—,2.1,20.8
431,Jamari Thrash   CLE,WR,9,1.6,1.5,2.7,0.0,3.2,3.3,3.3,5.1,BYE,0.0,—,—,—,—,—,—,—,2.3,20.7
432,Mason Tipton   NO,WR,13,—,—,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYE,6.3,4.9,0.0,1.1,8.1,—,1.6,20.4
433,Ashton Dulin   IND,WR,11,1.5,0.0,0.0,2.8,7.5,0.0,—,0.2,0.0,2.2,BYE,5.8,—,—,—,—,0.0,1.8,20.0
434,Connor Heyward   PIT,TE,15,0.0,1.6,0.0,0.2,BYE,8.2,0.0,0.0,0.4,0.0,0.3,0.0,—,0.2,6.4,0.0,2.6,1.3,19.9
434,Nick Westbrook-Ikhine   MIA,WR,14,1.7,3.8,0.0,1.1,0.0,0.0,4.6,2.8,4.2,1.7,0.0,BYE,0.0,0.0,0.0,—,—,1.4,19.9
436,Will Dissly   LAC,TE,8,2.8,1.7,—,—,—,3.8,0.0,—,—,—,—,BYE,—,1.1,0.0,5.8,3.9,2.4,19.1
437,Brevyn Spann-Ford   DAL,TE,16,0.0,1.3,0.0,0.0,0.0,1.2,0.0,1.9,0.0,BYE,1.4,7.4,0.0,1.7,0.0,0.0,4.1,1.2,19.0
437,Jaret Patterson   LAC,RB,5,—,—,—,—,—,—,—,3.0,4.4,0.1,—,BYE,11.4,—,—,—,0.1,3.8,19.0
439,Theo Wease Jr.   MIA,WR,2,—,—,—,—,—,—,—,—,—,—,—,BYE,—,—,—,5.2,13.3,9.3,18.5
440,Tanner Conner   NYG,TE,9,4.0,0.0,2.3,0.0,3.6,1.8,3.8,2.6,0.0,—,—,—,—,BYE,—,—,—,2.0,18.1
441,John Bates   WAS,TE,14,0.0,0.0,—,—,1.9,0.0,1.5,3.2,4.0,1.6,0.0,BYE,2.9,0.0,2.9,0.0,0.0,1.3,18.0
441,Cade Stover   HOU,TE,8,6.2,—,—,—,—,BYE,—,—,—,—,0.0,0.0,3.9,0.0,5.2,2.7,0.0,2.3,18.0
441,Cody White   SEA,WR,9,0.0,—,—,—,—,—,—,BYE,13.0,0.0,0.0,0.0,3.1,1.9,0.0,0.0,—,2.0,18.0
444,Kameron Johnson   TB,WR,16,0.0,0.0,0.0,0.0,0.2,16.4,0.0,0.0,BYE,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,17.7
445,Johnny Mundt   JAC,TE,15,0.0,0.0,1.7,0.0,1.7,2.4,1.9,BYE,0.0,3.1,4.5,2.2,0.0,—,0.0,0.0,0.0,1.2,17.5
446,Mason Rudolph   PIT,QB,5,—,0.5,—,—,BYE,0.0,—,—,—,—,9.0,8.5,-1.0,—,—,—,—,3.4,17.0
446,Ben Sauls   NYG,K,2,—,—,—,—,—,—,—,—,—,—,—,—,—,BYE,—,7.0,10.0,8.5,17.0
448,Ben Skowronek   PIT,WR,15,9.2,0.0,0.0,0.0,BYE,0.0,0.0,2.3,0.0,0.0,0.0,3.1,0.0,2.3,0.0,0.0,—,1.1,16.9
449,Nate Adkins   DEN,TE,8,—,—,0.0,2.5,0.0,10.3,4.0,0.0,—,—,—,BYE,—,—,0.0,0.0,—,2.1,16.8
450,Jack Stoll   NO,TE,15,0.0,0.0,10.1,1.7,0.0,0.0,0.0,0.0,0.0,—,BYE,1.7,0.0,0.0,1.7,1.4,0.0,1.1,16.6
451,Raheim Sanders   CLE,RB,4,6.3,—,—,—,—,—,—,—,BYE,—,—,0.0,—,—,—,5.6,4.1,4.0,16.0
452,Andrew Beck   NYJ,TE,16,0.0,0.0,0.0,0.0,7.1,1.6,0.0,1.9,BYE,0.0,0.0,2.0,0.0,2.7,0.5,0.0,0.0,1.0,15.8
452,Gabe Davis   BUF,WR,5,—,—,—,—,—,—,BYE,—,—,—,7.0,3.2,1.5,4.1,—,—,0.0,3.2,15.8
454,Adam Prentice   DEN,RB,16,1.4,0.0,0.0,0.4,0.8,0.3,0.0,0.0,0.2,2.3,2.4,BYE,2.4,5.3,-0.1,0.0,0.3,1.0,15.7
454,Tyler Conklin   LAC,TE,9,7.2,0.0,0.0,1.3,5.0,0.0,—,0.0,—,2.2,—,BYE,0.0,—,—,—,—,1.7,15.7
456,Gunner Olszewski   NYG,WR,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,5.3,-2.0,BYE,—,0.0,2.9,1.0,15.6
457,Casey Washington   ATL,WR,7,6.3,—,—,2.9,BYE,0.0,2.7,3.5,—,0.0,0.0,—,—,—,—,—,—,2.2,15.4
458,Braelon Allen   NYJ,RB,4,6.9,1.1,6.7,0.6,—,—,—,—,BYE,—,—,—,—,—,—,—,—,3.8,15.3
459,Terrell Jennings   NE,RB,6,—,—,—,—,—,—,1.8,1.5,11.4,0.5,—,0.0,0.0,BYE,—,—,—,2.5,15.2
460,Jahdae Walker   CHI,WR,6,—,—,—,0.0,BYE,—,—,0.0,0.0,—,—,—,—,0.0,—,10.1,5.0,2.5,15.1
461,Jude McAtamney   NYG,K,4,—,—,—,7.0,2.0,4.0,2.0,—,—,—,—,—,—,BYE,—,—,—,3.8,15.0
462,Skyy Moore   SF,WR,16,0.0,0.0,2.0,0.0,0.1,0.0,2.5,0.0,3.1,2.8,0.0,0.0,0.0,BYE,0.0,3.3,1.0,0.9,14.8
463,Malik Heath   ATL,WR,11,0.0,4.7,0.0,1.9,BYE,0.0,0.0,5.9,2.1,0.0,—,0.0,0.0,—,—,—,—,1.3,14.6
464,Tylan Wallace   BAL,WR,13,0.0,10.5,0.0,2.4,0.0,0.0,BYE,1.6,0.0,0.0,0.0,0.0,—,0.0,0.0,—,—,1.1,14.5
